Geoname ID,Coordinates
8128721,"50.7927, -0.00652"
721592,"46.71332, 20.14241"
1280822,"36.81899, 81.63334"
7573818,"-20.4943, 27.03479"
1688949,"15.44397, 120.59923"
6354897,"47.82699, -69.54243"
201841,"-2.1057, 29.9417"
8347871,"-33.72197, 151.04607"
12156835,"43.65802, -79.58044"
3083878,"52.61201, 16.57794"
13494696,"8.20946, 77.24761"
8398266,"30.93409, 109.7311"
2974655,"45.88549, 6.08831"
3723841,"19.1409, -72.01194"
2520833,"37.37358, -6.07233"
3636861,"6.83333, -63.33333"
2715946,"55.83928, 13.30393"
729581,"43.8317, 23.23793"
5101427,"40.79677, -74.48154"
11951298,"48.96, 9.06472"
562161,"58.37884, 42.34633"
3034911,"48.77275, 5.16108"
151929,"-4.46667, 35.45"
1068387,"-15.2567, 48.54249"
8407595,"29.15196, 108.74289"
1609795,"14.52541, 102.24591"
1015776,"-34.53215, 20.04031"
1266862,"26.51839, 92.14722"
3462759,"-11.22871, -41.87649"
1512568,"40.47722, 71.76778"
52078,"11.3539, 43.4731"
8642874,"0.37957, 30.23039"
583983,"56.5234, 52.99431"
2924915,"50.89741, 7.87415"
1490281,"57.01094, 63.73347"
2208330,"-37.95855, 176.98545"
2433055,"11.80617, 15.8669"
1254012,"11.74114, 79.07698"
1744508,"3.11667, 101.68333"
770966,"50.80502, 23.89251"
3461935,"-20.42833, -47.82417"
3390659,"-4.14167, -40.58222"
8405713,"30.63504, 107.8502"
4770714,"38.70428, -77.22776"
2650309,"53.0, -1.3"
3392997,"-8.09056, -39.57833"
2111272,"39.41667, 140.55"
1481929,"16.80623, 96.13506"
6166580,"42.85986, -80.72617"
3466931,"-17.70306, -40.76639"
12156821,"43.66962, -79.37525"
2639588,"53.46062, -1.34437"
2119932,"49.09821, 140.25207"
623760,"55.11676, 26.83263"
3002647,"48.81074, 2.57363"
5261969,"44.66885, -90.1718"
3447927,"-27.14944, -52.31056"
2966749,"51.88333, -8.58333"
3207197,"51.35806, 9.47974"
1148106,"37.08571, 69.47958"
1256260,"23.3026, 78.44076"
3389721,"-8.36056, -36.56556"
3665098,"-0.97357, -62.9269"
3445854,"-13.26806, -39.66278"
13353511,"11.84326, 75.54368"
3939386,"-12.93333, -74.25"
3451362,"-24.22083, -48.76556"
1853743,"36.98711, 136.77249"
1066831,"-21.66667, 45.16667"
1734762,"2.1449, 102.4251"
13494697,"9.49959, 77.58786"
8416934,"29.68817, 106.58852"
487147,"50.78816, 36.47751"
8573188,"35.73484, 139.73326"
13100428,"21.40081, 72.92682"
13353512,"12.03973, 75.41136"
4018831,"28.83826, -105.91214"
683034,"43.99069, 22.93328"
571557,"55.42112, 38.26188"
1816838,"31.19494, 109.88054"
712930,"44.51118, 33.59942"
5164582,"41.18284, -80.76536"
3514518,"19.42178, -97.00819"
4893037,"41.49587, -87.84866"
3591060,"13.92216, -90.81906"
11919779,"43.33105, 5.40241"
11669845,"53.43342, -2.97657"
8416210,"29.46121, 107.19703"
1268501,"29.67665, 76.25561"
147425,"39.3768, 49.247"
10436800,"30.31768, 76.86596"
6833189,"5.37215, 100.30708"
147105,"39.76006, 46.74989"
1253512,"21.88868, 71.87935"
6534267,"40.89921, 14.27663"
6087579,"45.58344, -62.64863"
1819554,"22.30933, 114.23634"
1689087,"7.5, 126.0"
6317986,"-3.86778, -54.22"
2970148,"43.72254, 7.11183"
736357,"40.8026, 22.04751"
8416814,"29.83885, 106.7426"
1870434,"38.41667, 126.23333"
12450712,"43.75598, 81.86063"
1263826,"21.25526, 73.30412"
3091969,"52.44461, 15.57801"
12719552,"22.33633, 114.15616"
3495857,"18.4898, -71.41894"
4373238,"39.57538, -76.99581"
3388147,"-7.02194, -45.48111"
2557019,"31.24653, -7.9789"
12156884,"43.7068, -79.31223"
4512060,"39.29034, -84.50411"
728317,"42.03372, 24.29995"
755889,"49.98738, 20.06473"
3674412,"8.27621, -73.86803"
2974188,"44.01023, 4.87381"
3173124,"45.239, 11.74984"
3172718,"43.5252, 11.57238"
1348562,"22.94849, 88.01954"
6316774,"2.61028, -60.5975"
554199,"51.49777, 44.47678"
4018320,"18.31847, -100.28148"
1270509,"29.28988, 78.28437"
5122413,"40.72982, -73.21039"
5103580,"40.82649, -74.10681"
298088,"39.17375, 41.45402"
2641319,"50.82882, -0.32247"
4528291,"39.96673, -82.88546"
4225309,"34.05149, -84.0713"
1825093,"14.18175, 103.51761"
3184935,"41.78361, 19.64361"
2748591,"52.01954, 4.42946"
5099738,"40.57538, -74.32237"
2646542,"53.60126, -2.54975"
10689661,"22.68004, 75.89391"
2953522,"49.4618, 8.17236"
7289825,"25.26038, 55.29891"
2698729,"57.48719, 12.07612"
3665934,"10.60768, -72.97901"
937246,"-30.30225, 27.08395"
1849073,"34.3, 133.81667"
418444,"32.3564, 51.3787"
2639926,"53.33748, -3.40776"
3527542,"15.65995, -92.14111"
3407091,"-7.54528, -35.7075"
12719547,"22.36507, 114.17472"
1607793,"13.46804, 101.09532"
2835382,"49.3, 6.81667"
7839094,"51.16398, -114.12297"
3047967,"45.9902, 18.68621"
3405852,"-8.75389, -38.96583"
2285161,"5.09053, -6.34438"
3524391,"18.62936, -95.51968"
13589242,"50.45428, -104.54671"
897454,"-14.21004, 31.7629"
717771,"47.95528, 22.32348"
2516925,"37.29932, -3.13922"
2841386,"52.23495, 9.85411"
5795011,"47.09621, -122.35873"
7258671,"38.83142, -76.74827"
12719848,"22.3302, 114.20338"
1108161,"24.3944, 67.99298"
1689099,"14.97418, 120.15733"
1863953,"34.25765, 134.71535"
1253782,"31.46493, 76.26914"
8532041,"42.33437, -71.10845"
6317910,"-16.62306, -54.47389"
1264795,"18.04041, 74.18719"
1254329,"8.24521, 77.301"
10311179,"33.86429, 130.68709"
3031709,"48.7695, 2.4793"
1162589,"27.44805, 67.79654"
1262444,"19.25395, 73.38993"
2990616,"48.86342, 2.506"
2953400,"52.19551, 9.46421"
1265607,"15.25612, 75.24735"
8425970,"51.08928, 17.04113"
283621,"31.55874, 34.97436"
8406200,"30.22352, 107.70574"
1717051,"10.455, 124.0106"
3127007,"41.61381, 2.65423"
1180133,"29.57991, 71.75213"
4061234,"30.52297, -87.90333"
1795708,"22.49359, 113.9156"
4805404,"39.48508, -80.14258"
2156663,"-38.18333, 145.08333"
2936974,"48.58153, 10.49527"
3025715,"48.80565, 2.18864"
1258278,"16.49178, 74.77391"
1261998,"29.71215, 77.41728"
1258501,"26.83772, 92.66876"
2755272,"51.77667, 5.93611"
4226348,"30.83658, -83.97878"
3472444,"-23.87444, -53.90167"
1278742,"21.99317, 72.87047"
2640861,"52.86195, -3.05497"
3457770,"-20.41278, -40.68306"
11678976,"11.753, 79.74567"
2821807,"51.56016, 12.99617"
470338,"45.58058, 39.65741"
2412737,"13.41333, -16.67889"
2851079,"51.11112, 13.91199"
12719581,"22.34153, 114.15653"
2881889,"50.3, 7.61667"
11461746,"11.10607, 76.94253"
2657782,"52.41548, -4.08292"
1280873,"37.97806, 76.86722"
1685349,"10.60139, 122.91924"
5771960,"41.51021, -112.0155"
13526999,"-9.44203, 159.98877"
155334,"-6.37697, 37.37373"
1521126,"46.78166, 82.02258"
1268785,"29.12368, 76.40516"
1748731,"5.33096, 100.28296"
4360314,"38.98872, -76.98136"
3509578,"18.46707, -69.89339"
6317075,"-11.02889, -68.74139"
3834971,"-30.94478, -61.5597"
11184592,"18.26321, 75.46316"
3074020,"50.38333, 13.26667"
609924,"48.82981, 58.15042"
3770955,"2.5142, -76.84939"
7261029,"32.76397, -116.96877"
12319241,"43.71486, 7.29195"
2790796,"50.41081, 4.49109"
3452327,"-18.41778, -46.41806"
10987752,"35.79357, 139.7956"
3186781,"45.85639, 15.80778"
6115383,"45.42135, -65.95127"
315758,"39.79803, 42.67574"
2524606,"38.4251, 15.8975"
1491953,"53.32361, 91.93614"
6232338,"-36.88012, 174.61975"
1819029,"22.28449, 114.2232"
3545981,"20.04698, -77.58089"
746252,"40.78995, 37.60073"
3176639,"44.55077, 7.71922"
1277200,"30.55407, 76.71948"
13157128,"20.34673, 72.92825"
1271676,"25.21954, 74.26028"
2650004,"50.84779, -0.93697"
1255816,"18.94419, 84.58449"
3827256,"19.30653, -99.59279"
3610965,"13.86667, -86.55"
1274674,"21.23853, 77.74713"
3460831,"-14.67806, -39.375"
3386467,"-2.10417, -56.48694"
4902900,"41.69809, -87.70866"
8308627,"-24.60167, 24.72806"
488635,"46.63033, 38.66379"
2521410,"38.09639, -3.77786"
3394817,"-9.56722, -48.39167"
3982567,"19.68006, -103.2514"
3780602,"5.92583, -75.67056"
5241248,"44.46699, -73.17096"
3461565,"-14.06694, -39.64056"
5134449,"40.54929, -74.21019"
13157129,"20.15749, 72.78913"
4139953,"38.93206, -77.02359"
4291255,"39.01673, -84.60078"
229059,"3.66088, 31.72474"
12450868,"37.24227, 79.69283"
2642423,"53.67343, -1.69636"
233975,"1.15944, 31.61083"
13118269,"1.45768, 103.64554"
6165719,"43.11682, -79.19958"
9972527,"-38.16604, 145.13643"
13353434,"22.74668, 86.24546"
2803443,"51.09017, 3.44693"
3392907,"-6.60167, -44.07667"
12719587,"22.26155, 114.24881"
3058897,"48.43604, 17.02188"
7262428,"47.67887, -122.02833"
2936909,"48.64244, 12.49283"
3049519,"47.74318, 18.11913"
2662149,"55.42966, 13.82041"
2946172,"51.12416, 12.49639"
2647209,"54.97302, -1.51546"
5148326,"41.39838, -81.80458"
5884051,"44.15011, -79.86635"
2016422,"51.6621, 103.70996"
2335015,"11.2471, 10.561"
9129422,"-15.89299, -63.18855"
13118420,"25.22462, 55.26888"
3524618,"16.36554, -92.37063"
2892705,"52.60904, 13.48117"
529505,"58.32582, 44.75881"
2112583,"37.15, 140.45"
7535506,"51.57631, -0.20033"
8400142,"31.18517, 108.39544"
1264047,"11.49333, 78.03119"
1258449,"25.25034, 79.06204"
3388456,"-8.89778, -35.14778"
8224001,"33.6992, 130.92007"
1697421,"7.8236, 123.965"
3083111,"50.15931, 19.46966"
3680176,"10.8293, -75.03346"
5140402,"40.82621, -73.50207"
13157130,"20.37782, 72.9411"
2031533,"48.85229, 106.45786"
9161141,"23.78, 86.81"
878041,"-10.75, 34.9"
3396877,"-9.82972, -36.73778"
11549955,"40.40112, -3.67097"
2637435,"53.59709, -1.28034"
3529989,"20.03557, -98.31015"
1279135,"26.38371, 79.94926"
1276888,"24.62361, 76.70783"
4433039,"31.69405, -89.13061"
8442529,"10.43904, 77.95459"
5162188,"41.51922, -81.4579"
3445442,"-15.70139, -44.0275"
3650301,"-0.95312, -79.35513"
8741091,"24.06091, 77.41044"
1734444,"5.63638, 100.84517"
1813520,"29.57007, 107.04542"
3666395,"6.31696, -76.1342"
2167445,"-37.73333, 145.15"
8549445,"29.69286, 106.94399"
2093967,"-5.55085, 150.13766"
3022988,"45.74123, 3.19643"
1819602,"22.33312, 114.17969"
3461659,"-27.62583, -54.30778"
4003908,"20.28566, -103.42908"
4094163,"31.80877, -85.96995"
1260868,"28.1722, 78.06376"
2646434,"52.64738, -1.08647"
5281551,"41.34621, -73.079"
3595503,"14.07417, -90.41667"
1280625,"38.38554, 90.15553"
1264007,"16.05981, 73.4629"
3167393,"40.72152, 14.54021"
5143832,"40.70482, -73.65013"
3019960,"49.64868, -1.65306"
2881276,"53.60554, 8.59509"
160172,"-4.06667, 35.38333"
1274265,"21.46926, 79.70151"
13156998,"28.42953, 77.22569"
1524308,"43.41845, 77.02187"
3145614,"66.31278, 14.14278"
3085941,"52.8568, 19.66913"
1262510,"14.97144, 75.03658"
3526467,"18.61472, -99.18028"
704492,"49.65376, 26.97211"
3025144,"48.71489, 2.31638"
3030990,"48.77888, 2.31781"
159218,"-8.9, 34.58333"
5143198,"40.68371, -73.51013"
5174550,"41.31256, -81.44011"
1736284,"6.43422, 100.43133"
1263567,"27.7368, 78.56891"
13526886,"38.87796, -77.00314"
5147097,"41.36616, -81.8543"
1256713,"29.3501, 77.5516"
1619437,"16.57831, 100.30034"
2359042,"12.82506, -1.06737"
1263937,"19.00436, 73.94346"
648738,"62.41407, 25.95194"
545277,"47.58113, 41.0934"
11808241,"38.51919, -9.0139"
2075230,"-32.22099, 116.009"
3127889,"42.64725, -8.88459"
12450916,"28.99165, 106.34842"
3458020,"-14.75583, -43.93222"
1636322,"-2.46667, 111.03333"
3403082,"-8.73472, -36.62667"
11463857,"10.17171, 76.42641"
2641783,"53.35934, -1.48759"
1266448,"25.32643, 84.25983"
1270718,"13.40765, 80.10879"
13156766,"18.28329, 83.53422"
1280249,"38.13387, 85.52992"
3455277,"-19.225, -40.85139"
2951935,"52.46583, 13.48523"
10849677,"14.00774, 77.60846"
492448,"55.94806, 37.29778"
3170778,"43.95952, 10.22784"
6804851,"6.35196, 99.78791"
4957003,"44.31062, -69.77949"
1217703,"38.82139, 65.65306"
3456905,"-18.12694, -40.36333"
1644833,"-2.92481, 132.29813"
616599,"40.35398, 45.12386"
1490266,"53.82146, 83.57063"
1907996,"34.0625, 105.2221"
920470,"-13.06667, 22.68333"
585226,"41.09246, 45.36561"
7510923,"13.8878, 101.40501"
958441,"-25.0999, 30.78001"
595689,"55.91139, 21.84417"
3459181,"-18.77861, -46.4075"
60019,"7.9803, 49.8164"
149996,"-1.13333, 33.98333"
3177664,"45.55187, 9.18373"
293254,"32.68923, 35.27832"
2129513,"40.81609, 140.37539"
5113790,"42.60118, -76.18048"
10166426,"30.14546, 77.26633"
3689292,"2.04183, -77.21646"
250718,"32.00468, 35.78088"
3061473,"49.19654, 16.64738"
2926670,"51.63388, 13.70662"
289962,"25.68389, 51.50583"
5048814,"45.05636, -92.80604"
3178956,"44.19987, 12.3991"
2263326,"38.82378, -9.09719"
5898138,"45.56839, -73.20568"
1266731,"24.03943, 76.578"
1262553,"15.2807, 75.52132"
1170677,"25.59709, 68.4467"
3016675,"48.84226, 2.18232"
4209448,"33.08014, -83.2321"
730442,"41.93233, 25.90172"
2956715,"50.0888, 9.06455"
5281730,"41.80982, -72.83065"
2785364,"51.0656, 3.10085"
6077315,"45.51675, -73.64918"
3127451,"42.82562, -1.61671"
418875,"32.38753, 51.51022"
1262140,"27.286, 95.328"
301827,"37.92448, 28.92516"
12750405,"33.70534, -117.74009"
1266872,"21.98953, 83.10476"
2975233,"48.26195, 7.4489"
5128898,"40.753, -73.2602"
2732475,"41.10574, -8.58622"
4885689,"41.82392, -87.85173"
3523450,"16.8774, -95.03819"
1486913,"67.58355, 63.79399"
4212995,"33.81677, -84.31326"
3027513,"46.8458, -1.87942"
5785868,"48.19871, -122.12514"
3670719,"5.42164, -75.70318"
616250,"40.548, 44.95314"
1850498,"35.98426, 137.99721"
1864381,"35.59548, 139.66535"
4302035,"36.61033, -88.31476"
12640674,"22.34131, 114.15679"
10172958,"21.29649, -157.85671"
2759178,"52.0775, 4.54444"
3061822,"50.32717, 13.54577"
8398672,"31.13202, 110.09403"
9903980,"22.32157, 100.88785"
5311433,"31.47148, -110.97648"
1904072,"29.62173, 105.69265"
2736521,"41.41103, -8.74897"
5173572,"41.71894, -83.71299"
8637813,"18.45119, 105.77969"
9865313,"36.09005, 136.35994"
10878484,"12.07354, 75.2412"
13494585,"20.89872, 82.50893"
1259222,"11.35163, 77.16671"
4146723,"27.89641, -81.84314"
293969,"32.5064, 34.92087"
2991551,"43.60068, 6.99523"
2646653,"51.36803, -0.3065"
3098619,"52.42938, 19.46194"
1265716,"25.32007, 79.63931"
2413990,"13.40417, -16.65583"
301209,"37.30514, 44.5742"
13353513,"11.83695, 75.44904"
2510880,"39.36257, -0.41169"
5262838,"43.09722, -89.50429"
3175990,"45.53069, 9.40531"
5941925,"45.4473, -73.75335"
1275836,"18.14861, 73.84336"
4140007,"38.94594, -77.02498"
5123344,"40.71427, -73.83097"
1267231,"26.34992, 84.87086"
3406459,"-6.75639, -43.02417"
11655515,"8.33069, 77.26732"
5126555,"40.79343, -73.41512"
3021382,"44.09252, 6.23199"
2171400,"-37.91667, 145.11667"
4160100,"28.29306, -82.6901"
2343273,"6.9827, 7.45534"
4880981,"41.61166, -93.88523"
2880221,"51.48813, 13.76623"
1260313,"28.97841, 77.93422"
986717,"-34.00333, 24.73142"
2129218,"43.20389, 140.77028"
622997,"52.55464, 24.45483"
3592362,"15.47225, -88.8407"
678261,"44.55, 23.51667"
2509305,"37.11906, -3.584"
688587,"50.27975, 31.76246"
2469081,"35.75167, 10.69083"
4533580,"36.3126, -95.61609"
3468295,"-24.61778, -53.32"
5790600,"47.56399, -122.2754"
1278534,"20.0409, 77.31501"
876130,"-14.10165, 21.43531"
1637730,"-8.5875, 125.34194"
788731,"43.10389, 20.80278"
2707462,"59.38, 17.80867"
2734306,"41.2, -8.63333"
5793639,"46.99651, -120.54785"
3396769,"-7.93611, -35.29028"
2146793,"-37.75819, 145.00583"
4689311,"32.32931, -96.62527"
1736760,"1.73333, 111.33333"
2995041,"48.76486, 1.92923"
2924577,"52.45052, 13.62463"
1865103,"33.18333, 129.9"
411803,"25.27987, 51.54037"
2557533,"30.67307, -8.18087"
2904992,"50.05553, 8.80076"
2880077,"48.22786, 9.87874"
933759,"-21.69785, 21.64581"
2538898,"33.42585, -6.00137"
7451505,"37.40862, 139.81317"
3116653,"42.27807, -8.73921"
1283499,"29.29922, 80.58333"
5334799,"34.48888, -118.62287"
2982343,"45.62811, -1.03153"
294605,"32.50666, 35.05392"
3087628,"50.4, 18.63333"
2512127,"39.61667, -0.3"
585379,"40.62333, 49.55861"
4889668,"42.17114, -87.84451"
2749800,"52.045, 4.39583"
11903641,"47.11387, 15.42348"
297564,"37.34025, 28.14279"
11185601,"9.2568, 76.44871"
384311,"-1.61112, 29.49687"
2743997,"52.33, 5.54167"
1871484,"39.9475, 127.87111"
3380892,"4.91667, -52.26667"
3496150,"19.7346, -70.59915"
4951594,"42.0751, -72.03341"
2522767,"38.07789, 13.44275"
4676798,"31.70932, -98.99116"
4163487,"29.00859, -82.18315"
3123477,"40.55342, -3.69968"
689564,"49.81672, 24.14417"
1278774,"22.84616, 87.33559"
760917,"52.7025, 21.08276"
1267537,"23.44124, 79.79621"
152718,"-9.01667, 34.8"
1266000,"16.38002, 77.94004"
1152562,"12.08283, 99.85431"
3466351,"-23.22667, -47.95306"
12047617,"51.12753, 16.96186"
3461860,"-16.58197, -39.78117"
2921061,"48.79954, 9.06316"
2953398,"50.55667, 6.76424"
8581647,"18.63649, 81.25827"
3573899,"10.17411, -61.68407"
1735274,"4.3, 101.15"
1272839,"30.94559, 75.23239"
1703115,"14.71694, 120.95806"
2664855,"57.18604, 14.04001"
5431710,"38.47832, -107.87617"
4929023,"42.37537, -72.51925"
3388442,"-7.12056, -38.50194"
5115962,"40.67343, -73.43651"
4692400,"29.53885, -95.44744"
2995642,"44.50361, 0.16546"
3460594,"-23.10167, -48.61583"
3859965,"-31.24525, -64.46574"
8405696,"30.22055, 107.50403"
2525498,"37.78863, 14.83377"
5098909,"40.94926, -74.15375"
3584003,"13.28333, -88.55"
11611400,"48.40978, 9.95138"
4502901,"39.95261, -74.99239"
4977222,"43.50092, -70.44283"
12640671,"22.32466, 114.19149"
758651,"53.40715, 23.50228"
10866000,"35.72403, 139.72868"
5134316,"40.821, -73.143"
322212,"38.51626, 27.04752"
155307,"-2.58333, 33.35"
3453827,"-10.74167, -40.36083"
1806079,"33.56547, 104.64637"
2502034,"33.09892, 1.26082"
3468704,"-30.11972, -51.96222"
2469268,"37.23737, 9.86313"
2742416,"41.53174, -8.61843"
155321,"-6.8, 39.25"
3012162,"49.01068, 2.04028"
161204,"-4.23333, 35.41667"
585763,"40.34257, 48.15649"
3877744,"-40.06822, -72.87935"
2650023,"52.39964, 0.26196"
3670764,"3.52973, -75.64525"
1278458,"21.19639, 81.96912"
3832653,"-31.4933, -68.53838"
3173931,"44.0038, 10.10674"
11039180,"17.25799, 78.89776"
3623580,"10.21682, -83.78483"
12718811,"-22.88416, 30.49358"
3526446,"19.3681, -96.36951"
13494698,"8.18868, 77.28781"
1734445,"5.65489, 100.89541"
7932670,"-27.64613, 152.85965"
3583379,"13.38333, -88.35"
4350288,"38.804, -76.90664"
864723,"56.90544, 24.05113"
7280414,"44.67244, -63.47506"
1275905,"25.79216, 78.11085"
13156999,"28.70493, 77.26424"
4838116,"41.27954, -72.59843"
1490277,"56.8804, 60.0213"
13494699,"12.92028, 80.20806"
10527154,"17.5835, 79.65857"
3427388,"-28.48726, -59.35421"
5794097,"47.44843, -122.15734"
4241704,"39.73394, -90.22901"
5104504,"40.78955, -74.05653"
2998305,"48.7448, 2.48705"
2256895,"-2.94968, 12.70423"
741347,"40.18593, 31.35179"
3464262,"-15.53139, -40.90944"
2130612,"43.50972, 142.18556"
11523847,"-34.4279, 150.89268"
1269976,"14.28088, 74.44497"
2917221,"48.2, 11.36667"
2417795,"10.62577, -8.69413"
3038266,"45.67452, 6.39061"
2949470,"49.34615, 7.25527"
1605509,"14.56739, 100.72598"
2798987,"51.18703, 3.55654"
1386114,"33.84589, 73.82722"
3128291,"42.00249, -5.67826"
4402245,"37.02089, -93.20602"
1708130,"16.79997, 121.11924"
3429949,"-25.73271, -59.10989"
282476,"32.41035, 35.28087"
3465616,"-25.67916, -49.53718"
4663494,"35.36202, -86.20943"
6316295,"-16.75722, -49.4375"
1605018,"14.5945, 100.33825"
8398262,"31.08943, 109.88728"
4264688,"39.52144, -85.77692"
8405703,"30.01704, 107.32576"
8425969,"51.08006, 17.04018"
696943,"48.57422, 35.09702"
2958533,"51.98382, 9.81989"
3182886,"45.55048, 9.07741"
5127134,"40.74927, -73.64068"
4019819,"22.49396, -105.36369"
2847689,"51.83537, 6.69602"
2760123,"51.925, 6.58056"
379630,"18.26197, 33.90812"
3584384,"14.33333, -89.45"
1256773,"28.90909, 75.61469"
5183234,"40.20148, -77.18887"
477656,"56.99081, 52.18517"
2151576,"-37.81667, 145.23333"
8541454,"26.72577, 93.14659"
1850589,"31.48333, 130.7"
1268678,"10.67052, 75.97975"
10263096,"28.51387, 77.1151"
581671,"51.49007, 40.42236"
3455189,"-26.37028, -50.14444"
3461910,"-21.29917, -46.8025"
6220565,"-43.30437, 172.58356"
6317328,"-16.56167, -41.50333"
1820071,"4.80278, 114.64917"
3465982,"-14.18389, -44.53444"
937136,"-25.53695, 26.07512"
1255346,"25.46387, 82.41922"
12687203,"5.89674, -5.15792"
7797910,"2.2618, 102.2317"
1769827,"2.2635, 102.2179"
2640275,"51.59384, -0.38216"
499975,"54.72531, 39.51305"
1014653,"-30.99766, 26.32862"
2975088,"49.20724, 2.58661"
1880761,"1.311, 103.694"
2855441,"53.42631, 11.84875"
3075053,"50.04862, 14.5244"
259251,"37.89886, 23.87181"
3514437,"18.7808, -99.23049"
2976258,"43.11985, 5.80155"
4528259,"39.21311, -84.59939"
717635,"47.0, 20.63333"
2262644,"39.60199, -8.40924"
2524126,"38.03183, 13.44795"
538601,"55.58183, 38.91994"
8419799,"29.98458, 105.98421"
3632401,"10.68091, -71.03609"
2637916,"50.83413, -0.27431"
8407510,"28.78169, 108.68258"
5280814,"40.41896, -80.58952"
1256616,"22.95084, 73.63118"
3176366,"40.05594, 17.99088"
1265910,"11.82519, 75.54779"
3620269,"12.4825, -87.17304"
2381659,"17.05314, -13.91312"
7315274,"38.83494, -90.28511"
2633415,"54.50364, -1.35793"
3014175,"44.636, -1.06815"
3853491,"-25.11364, -64.12628"
352878,"30.18479, 31.10649"
156098,"-8.56667, 32.05"
1865090,"35.70206, 139.63745"
3176072,"41.185, 16.67054"
2514190,"38.99915, -3.36991"
522470,"43.23861, 45.05028"
3445348,"-23.87389, -49.80278"
5814095,"47.00732, -122.90931"
2747364,"52.00167, 4.16528"
2249281,"15.3953, -15.1193"
1270036,"14.45506, 75.3952"
2518040,"37.39106, -5.71993"
2647985,"52.66277, -2.01111"
5895650,"45.43341, -73.86586"
4901445,"41.50392, -87.7131"
1710612,"7.78444, 122.58611"
2149847,"-33.78333, 150.93333"
3585473,"13.74472, -89.67306"
5791159,"47.35818, -122.12216"
495206,"51.87598, 36.90535"
696566,"48.63328, 38.37804"
2961423,"54.26969, -8.46943"
2837291,"53.1174, 9.79235"
234660,"1.14806, 34.32611"
12640687,"22.26202, 114.15649"
1806300,"33.90139, 105.82194"
5810490,"47.64454, -122.69487"
2855935,"48.06489, 11.66327"
1830377,"13.49146, 106.98022"
1707049,"15.5865, 121.1834"
5329649,"33.6103, -114.59635"
1465621,"13.06306, 80.17194"
3166397,"46.16852, 9.87134"
2839335,"49.38417, 8.3775"
656083,"61.8642, 25.19002"
1759564,"5.6, 100.65"
9191693,"8.42756, -13.28598"
995573,"-27.83273, 25.90833"
1642069,"-8.2151, 124.5458"
3541999,"22.34184, -80.55596"
4529292,"34.63813, -99.33398"
3627593,"11.06831, -63.92256"
2940942,"51.08468, 7.11393"
6698588,"47.49702, 7.59172"
2922230,"48.06919, 11.37703"
4501931,"39.70289, -75.11184"
4276248,"38.04668, -97.34504"
484856,"55.90867, 53.93437"
1538370,"43.68167, 81.78889"
2796012,"50.90861, 4.67056"
1257191,"29.69224, 75.23608"
2633274,"65.68353, -18.0878"
4915987,"41.79392, -87.7245"
4995514,"42.74698, -84.40108"
2997336,"49.21667, 1.16667"
2591159,"4.76145, 6.74957"
1274351,"29.20989, 77.17454"
617302,"47.14216, 28.60774"
2970110,"47.79292, 1.06556"
5216895,"40.3359, -80.08339"
5148273,"41.31394, -81.68513"
3070862,"50.3505, 14.47411"
1736305,"6.1, 100.3"
519062,"50.5283, 42.6746"
762120,"53.62744, 21.81253"
1768664,"6.0, 102.25"
3675512,"10.44589, -74.95869"
3454967,"-24.715, -47.88111"
3082722,"49.88335, 19.49292"
1267222,"20.18778, 83.21949"
3074110,"50.49979, 13.44769"
2130387,"44.0481, 143.54548"
3643361,"9.4751, -70.73493"
2232997,"3.76667, 9.98333"
3455690,"-10.97141, -41.0796"
259245,"36.89295, 27.28768"
4670074,"26.18369, -98.12306"
3451783,"-25.76889, -53.5325"
3096328,"49.88214, 19.22333"
5257029,"44.5436, -88.08816"
5851484,"21.2843, -157.73706"
900056,"-14.55656, 30.8149"
2824801,"49.50126, 11.74598"
739015,"40.75972, 36.3225"
2164771,"-29.68104, 152.93394"
13494700,"10.16707, 77.91318"
4367372,"39.32011, -76.51552"
5711149,"42.20681, -121.73722"
4174317,"27.71809, -82.35176"
610445,"47.06667, 51.86667"
13353514,"12.02999, 75.28193"
1860742,"35.06667, 134.91667"
8348101,"-32.05251, 115.88782"
2522776,"38.67618, 16.10094"
5106529,"40.5576, -74.28459"
3166236,"42.74071, 12.73899"
11487287,"8.68447, 76.76755"
1808541,"30.58123, 107.68064"
2944354,"53.48513, 9.14644"
1670295,"23.37795, 120.16154"
110059,"20.65, 41.41667"
5383187,"38.00437, -122.29886"
1265208,"29.7587, 78.04148"
2962961,"54.95, -7.73333"
3451263,"-19.265, -40.33333"
3678097,"2.39341, -75.89232"
2925629,"51.0589, 8.80077"
1733353,"5.73333, 115.93333"
2835345,"50.93333, 9.21667"
5379678,"37.87715, -122.17969"
1270454,"31.68411, 76.52506"
521509,"59.70056, 30.78472"
8480031,"41.3417, -72.13597"
5751632,"45.35651, -122.8401"
1273132,"10.14673, 77.6439"
5523369,"31.69261, -106.20748"
3402548,"-5.32222, -41.5525"
1273228,"20.6492, 78.48023"
1275066,"23.21494, 81.53204"
1261375,"20.05756, 86.00436"
2289633,"6.42623, -5.55925"
7101024,"33.31222, 73.70346"
1851462,"32.93333, 132.73333"
2996255,"43.54577, 6.93734"
447273,"36.76591, 28.8028"
2112019,"36.26667, 140.1"
1733502,"5.9538, 116.6641"
3663516,"-7.61417, -72.89583"
2504136,"36.83528, 7.45333"
5513307,"39.5963, -119.77602"
