Geoname ID,Coordinates
3452012,"-26.72611, -52.72056"
1257005,"26.86045, 81.19567"
934240,"-20.40861, 57.61361"
2962696,"53.37022, -6.23646"
379198,"11.4, 29.13333"
2873301,"49.8454, 9.60359"
3060077,"48.81105, 17.16238"
3469131,"-13.38167, -42.5225"
679146,"47.43333, 26.6"
3024643,"49.37897, 2.41258"
3570584,"14.7, -61.0"
2786852,"50.53135, 4.26301"
3449212,"-12.60472, -38.97222"
1872726,"39.88722, 125.24139"
3185270,"41.38167, 19.76028"
5260262,"44.27999, -88.31844"
4641998,"35.34147, -89.89731"
738154,"41.57629, 27.76732"
12048010,"51.5044, -0.16675"
1259039,"26.23333, 92.51667"
3472174,"-12.15111, -39.24639"
731626,"42.8328, 23.99636"
2887933,"51.31568, 12.31979"
2909915,"52.23754, 7.96114"
13590593,"36.7022, 53.64203"
1817891,"26.40167, 109.07111"
2905504,"51.68692, 13.22016"
723747,"48.68346, 20.11734"
2515622,"37.22155, -5.31153"
1904054,"29.66575, 105.88206"
3049002,"47.02133, 19.56171"
1128239,"30.15, 62.6"
10790583,"13.26329, 80.2911"
1689954,"14.6418, 121.0177"
2147336,"-27.52713, 153.04556"
3710920,"9.41468, -82.52244"
8415951,"29.39986, 107.29652"
3401980,"-9.63222, -36.57861"
1848518,"35.46667, 137.15"
5088905,"42.86509, -71.37395"
5397095,"38.29186, -122.45804"
721246,"48.3, 20.73333"
5343038,"38.69463, -120.81494"
710687,"45.50657, 32.69776"
1253383,"18.66646, 72.86923"
664729,"44.81667, 25.08333"
3435734,"-27.4617, -55.7449"
1267428,"10.99385, 78.21929"
3408102,"-7.10552, -35.86855"
3165052,"43.30341, 12.33749"
674733,"46.09085, 21.69628"
1712206,"11.03088, 125.72342"
2933945,"48.0771, 11.97063"
2154913,"-33.78378, 150.99858"
3179787,"45.51637, 9.35975"
3460353,"-16.14444, -40.29333"
2932266,"50.49536, 9.69672"
707025,"51.62412, 24.95864"
6295547,"47.48705, 8.74681"
538582,"44.46151, 42.50407"
1257737,"23.97187, 92.57454"
4677526,"34.09787, -98.57061"
2961896,"53.32028, -6.26333"
4820938,"38.38565, -81.83624"
2524495,"38.95844, 17.09242"
7326316,"34.06897, 104.46189"
3106870,"40.50064, -4.0671"
3589913,"15.43368, -91.03481"
8348328,"-20.40655, 118.60069"
426700,"-3.47639, 30.24861"
7261292,"47.10787, -122.57694"
2835411,"49.14494, 9.05525"
2290256,"7.78959, -5.17102"
756151,"51.7843, 21.19091"
8858031,"21.95, 82.05"
3393525,"-9.51861, -37.19056"
321028,"37.04436, 27.39333"
577711,"60.0288, 37.8084"
2635803,"53.4, -2.33333"
3400515,"-7.355, -35.775"
312355,"39.55833, 27.09833"
3456977,"-10.5775, -37.34278"
12156885,"43.66605, -79.54456"
2936186,"48.68544, 9.81053"
699675,"47.11389, 38.08599"
2657954,"46.92984, 7.56306"
2512624,"39.43333, -0.43333"
3146463,"58.0274, 7.45342"
1712640,"10.45447, 123.3732"
3036364,"45.75082, 3.11078"
1271287,"21.91622, 75.74734"
2560905,"33.89286, -5.03699"
312663,"38.40741, 40.38578"
11656724,"8.11877, 77.52428"
4161444,"27.95975, -81.95008"
3119979,"42.30026, -5.89772"
6316443,"-29.55139, -49.88889"
3111607,"42.20064, 2.19033"
1864065,"35.6706, 139.80697"
12156892,"43.68573, -79.47144"
12687309,"32.79661, 21.79099"
3463251,"-14.86, -39.65972"
491085,"44.26528, 43.75611"
2649593,"53.67688, -1.35647"
2558414,"33.38738, -4.82927"
1274383,"12.34948, 80.00304"
4924733,"40.75365, -86.06888"
3492030,"18.38443, -71.18009"
11463053,"10.69045, 76.11774"
4994325,"43.06307, -86.22839"
3462497,"-26.4275, -51.31556"
2264538,"39.24964, -8.01009"
8549395,"29.1135, 106.67237"
7517227,"34.59885, 104.89626"
1736716,"1.5, 111.5"
644315,"60.16073, 24.66808"
3676791,"4.52483, -76.03921"
4941835,"42.24593, -71.90868"
6317607,"-25.09194, -54.2475"
2894962,"51.79337, 12.95762"
1177098,"30.10077, 67.93824"
2656206,"53.68915, -0.44377"
1270402,"12.0874, 77.30208"
10261557,"30.961, 75.82886"
3450054,"-23.15083, -50.51861"
3198513,"45.30407, 19.94299"
2344981,"7.68967, 7.0438"
2880111,"49.0734, 9.14567"
2880099,"48.56775, 10.42706"
1727326,"16.8936, 120.4243"
713743,"46.7011, 35.16334"
3024701,"48.94492, 2.68566"
3451107,"-20.8625, -40.93639"
8407507,"28.65852, 108.63655"
2207879,"-33.82679, 151.22633"
545717,"54.44522, 45.83136"
2928804,"48.61332, 12.21833"
3672249,"9.32908, -74.45302"
3456224,"-12.87, -39.85889"
1794923,"33.7834, 105.38769"
618453,"48.03233, 28.69899"
3055030,"47.48419, 18.64404"
3495137,"18.03562, -71.7467"
2827574,"53.38416, 10.11138"
3199071,"42.84333, 19.87281"
4154023,"30.61519, -87.02163"
555624,"59.37155, 28.21625"
481036,"46.53421, 41.03158"
7262460,"33.99551, -118.34835"
2915638,"53.5623, 9.88688"
3604584,"15.31667, -87.6"
3518352,"19.32536, -98.49863"
3662824,"-7.03333, -62.86667"
576260,"56.85884, 59.05297"
8223932,"22.28299, 114.15846"
12420831,"46.17755, 89.92692"
8858144,"20.53111, -103.38278"
2831853,"48.76667, 8.16667"
2562261,"35.87194, 14.44111"
5333976,"33.68502, -117.27309"
8349412,"-26.70278, 153.10133"
8672343,"36.90591, 137.57129"
3179479,"44.39854, 11.58546"
2652417,"54.64305, -6.74595"
1489218,"57.06028, 63.74811"
2782383,"47.28333, 11.43333"
2652082,"51.14209, -0.48374"
308365,"37.9425, 30.30222"
3465674,"-22.15278, -46.03944"
1265739,"10.70516, 78.55068"
3062599,"50.09856, 14.34488"
2797517,"51.15612, 2.96387"
3459411,"-21.25278, -46.57694"
3515909,"20.24568, -99.08981"
6180542,"51.08333, -113.96667"
3026827,"49.19461, 2.47124"
3113270,"43.16089, -5.82878"
2878037,"50.75659, 12.63025"
3466349,"-25.14667, -53.84861"
2740221,"40.87413, -8.50687"
8334623,"52.60691, 13.31968"
562322,"56.13333, 38.45"
6090579,"48.66634, -123.41933"
1173464,"29.903, 69.231"
2292571,"6.09021, -4.0589"
4951579,"41.66678, -70.18474"
3449710,"-10.78889, -37.05444"
616790,"40.31335, 44.59685"
660077,"61.13333, 22.13333"
3899680,"-30.23449, -71.08534"
3526600,"19.75298, -99.0939"
11193762,"32.60348, 130.64336"
4692279,"30.2752, -98.87198"
3458805,"-19.89889, -41.05667"
1768739,"6.21392, 100.26581"
375046,"21.06667, 36.31667"
3437088,"-24.47184, -55.69227"
3472031,"-21.31806, -43.74667"
1907968,"34.48111, 105.16528"
2287663,"6.16599, -5.34964"
3399051,"-9.9675, -37.08333"
3530907,"19.81996, -97.38859"
3407260,"-4.75278, -40.83278"
2305027,"5.97462, -0.08542"
8407202,"28.89259, 109.12722"
3201009,"45.80611, 16.24444"
12156876,"43.67396, -79.46024"
5853965,"21.39806, -158.03028"
2953456,"51.87167, 10.02537"
469960,"61.00636, 36.44811"
3462318,"-19.25278, -40.46"
6317024,"-20.67972, -55.29611"
3002551,"50.70559, 1.57574"
1275474,"25.4035, 80.61889"
3403140,"-4.45667, -41.9425"
1121271,"37.46572, 69.61131"
3837943,"-27.28672, -60.71293"
3046355,"47.28904, 19.54848"
3682160,"5.08236, -73.36334"
1722835,"15.9602, 120.4017"
4297581,"38.0373, -84.89662"
701031,"49.66007, 30.98225"
11519433,"11.53102, 77.3014"
4161957,"26.27564, -80.08727"
1655165,"19.49767, 101.87979"
2844056,"49.37885, 10.18711"
11686591,"24.00011, 85.35477"
4411912,"38.61228, -90.46345"
470368,"59.40778, 30.34806"
3194648,"46.66264, 16.16643"
1253308,"10.68333, 79.83333"
3392286,"-2.5775, -44.85417"
2622061,"55.66212, 12.18698"
3407798,"-9.11083, -45.92972"
6331911,"34.5291, -90.59"
2516855,"37.54262, -6.05626"
2191177,"-36.93333, 174.8"
3867625,"-37.0982, -72.56084"
2862460,"51.29241, 14.82107"
11072585,"28.5003, 77.20558"
3673578,"2.02378, -75.99588"
2953348,"50.14196, 8.06964"
2512950,"37.23457, -6.89471"
8948733,"41.87332, 12.35694"
1262572,"8.54541, 77.76792"
3885509,"-37.28415, -72.71105"
598796,"56.23939, 23.61541"
2291153,"6.56474, -3.76066"
7521635,"60.16312, 24.62012"
1267221,"20.0836, 81.58675"
550512,"59.96425, 40.19121"
4740423,"29.53773, -95.11826"
1680531,"9.9769, 122.5582"
3460508,"-14.41389, -43.55444"
1688913,"13.5677, 122.5667"
3067713,"49.01292, 13.99752"
8480048,"39.611, -104.861"
5151186,"40.27202, -81.85958"
1498919,"59.6, 65.93333"
1712643,"10.1165, 123.6072"
3592145,"14.2, -91.3"
3388437,"-6.31556, -35.71389"
152793,"-8.78333, 36.35"
2346734,"4.31231, 6.24091"
2978105,"48.70426, 6.20686"
2986889,"43.34753, 5.46398"
847408,"60.32572, 24.83839"
2976007,"44.88902, 1.21656"
1441210,"30.03209, 77.75329"
5028537,"47.23717, -93.53021"
3027857,"47.8097, 7.17699"
13156758,"13.61883, 79.38255"
692093,"48.43374, 38.22331"
7351475,"37.2515, 100.42133"
323750,"37.42667, 37.689"
3460780,"-19.17194, -41.86528"
3181757,"44.33785, 7.4931"
11604573,"10.94854, 79.36826"
7838923,"53.35019, -6.37778"
4065552,"30.24604, -87.70082"
5115123,"41.01454, -73.87264"
3870243,"-25.40713, -70.48554"
2871601,"48.18317, 8.96565"
2649830,"52.6, -1.06667"
6559502,"38.84305, -0.11707"
3013258,"49.92262, 4.08259"
5129837,"43.09257, -75.65129"
5897209,"46.34106, -72.43224"
3114516,"41.42394, 1.99505"
704381,"45.50271, 34.30134"
1829924,"10.99497, 104.97477"
2522137,"37.59091, -4.08237"
2660338,"47.29426, 8.84393"
2388018,"5.79695, 16.51792"
4161571,"26.58674, -80.05199"
5289658,"34.75752, -112.45378"
3428858,"-30.38546, -58.75025"
2749503,"51.98583, 5.84583"
3374336,"17.01969, -25.06471"
2260014,"0.02889, 14.90556"
3675637,"8.54119, -74.62942"
4721703,"26.48146, -97.78305"
1337611,"-0.29878, 73.42403"
736450,"40.68744, 22.85799"
5793242,"47.48482, -122.11234"
13353479,"10.31127, 76.19286"
3176234,"46.27405, 13.12237"
12687517,"5.6337, -6.62994"
1278187,"24.87686, 76.66105"
3827273,"19.22738, -99.62964"
8225949,"25.261, 55.33016"
3591750,"14.74185, -91.15676"
6246742,"-39.61824, 176.78021"
1907978,"34.05084, 105.14418"
2263426,"38.62561, -9.03043"
2926147,"50.85613, 13.07407"
3456647,"-15.02333, -42.36806"
522353,"58.29708, 43.86834"
7339958,"33.48488, 105.01155"
5127744,"41.20426, -73.72708"
3453411,"-20.13778, -48.70194"
3178285,"45.57604, 9.70892"
12047629,"51.08703, 16.98629"
3108087,"43.33765, -6.41452"
6316399,"-12.43528, -39.11972"
2262865,"38.64961, -9.18977"
1498205,"56.36919, 75.25044"
13526889,"38.94467, -77.03262"
527388,"43.25147, 45.90716"
11919777,"43.3217, 5.41551"
5129572,"40.56399, -74.11598"
12749891,"47.50116, 19.28589"
3028832,"42.7, 3.01667"
3119145,"43.4098, -3.41613"
2292542,"5.6052, -3.15709"
2869306,"49.80772, 7.12714"
1277225,"26.83089, 76.15205"
2890202,"48.30375, 10.97088"
2656715,"52.60422, -1.14631"
728385,"43.24278, 25.32194"
3663709,"-3.48111, -66.06889"
226866,"2.80056, 33.135"
2263377,"37.1531, -7.88751"
2790235,"51.03531, 3.54574"
13591682,"37.76092, 38.25725"
8310718,"-27.87036, 153.35164"
1705505,"14.96667, 120.68333"
5288261,"34.56364, -111.85432"
2331037,"12.56427, 9.95727"
2684653,"58.67057, 17.10152"
2146997,"-26.39104, 153.03432"
696292,"46.73415, 36.34599"
1277795,"29.20063, 77.97221"
3468553,"-29.88361, -54.825"
2989572,"46.53524, -1.77293"
3379507,"6.40539, -58.62334"
3680112,"4.78333, -75.01667"
8348815,"-27.51228, 153.03248"
1540852,"55.03912, 61.58778"
3464689,"-21.66139, -46.73917"
3844377,"-32.34288, -65.01396"
3926119,"-13.71135, -76.1498"
3467316,"-29.7, -51.32472"
2998140,"49.10744, 2.22818"
13494739,"23.52296, 91.50479"
2642694,"56.18543, -3.02157"
8533871,"32.30019, -64.79204"
13156986,"28.49445, 77.19083"
1719679,"12.33135, 121.08251"
712839,"50.29691, 27.6622"
4692771,"29.73356, -95.23021"
6317786,"-12.80833, -42.16778"
2857484,"50.6587, 13.3425"
5395622,"34.16167, -118.05285"
6639586,"47.76258, 9.29031"
4494513,"35.89682, -77.5358"
8407203,"28.73428, 108.81708"
3531798,"19.16324, -99.6181"
4413842,"37.14645, -94.463"
1701290,"16.0248, 120.4547"
3446173,"-25.42166, -53.18304"
520552,"63.64451, 54.85598"
6534273,"42.83176, 13.9259"
4935125,"42.0451, -71.93007"
13512415,"49.06705, -122.31522"
1906110,"26.18222, 109.32028"
3398931,"-9.83167, -45.34389"
7347528,"33.02879, 105.01375"
2959226,"52.37811, 9.66436"
313960,"38.93278, 28.28942"
3528046,"19.07497, -96.16089"
3446587,"-12.36667, -40.66667"
1254358,"11.09233, 79.45252"
2890422,"51.52647, 7.36669"
5925058,"50.21649, -119.20235"
6318665,"-11.79806, -63.03111"
5223685,"41.83177, -71.58729"
2283184,"10.3855, -5.75062"
2980335,"48.29637, 4.04642"
403707,"29.97775, 48.51777"
11682097,"11.63275, 78.10511"
4705923,"29.49523, -98.61863"
1259261,"10.63375, 78.84139"
3429160,"-36.35419, -56.72568"
191800,"0.31883, 38.20499"
301829,"39.69361, 35.51111"
2522222,"39.11667, -0.51667"
3456763,"-24.04952, -53.00998"
5795969,"46.25097, -119.9017"
3172861,"43.72958, 11.00997"
2171257,"-38.13333, 145.33333"
5116550,"40.84538, -73.33512"
2661374,"47.48096, 8.20869"
2947359,"52.00993, 10.13197"
2522200,"37.38856, -2.14949"
6316462,"-14.31667, -39.32722"
167444,"33.27029, 35.7716"
740570,"41.6271, 27.51481"
4015040,"19.6039, -104.43421"
1272446,"26.27217, 83.50916"
2923543,"49.65083, 8.78472"
3865449,"-32.78487, -61.60321"
11682456,"11.43215, 78.1334"
6316420,"-2.94639, -45.66098"
6534213,"45.61608, 9.58905"
4525310,"39.287, -84.48522"
485824,"56.42408, 40.44978"
675261,"47.25896, 23.25651"
2749286,"52.70667, 4.94444"
2646276,"51.2093, -4.11344"
5597034,"42.72407, -114.51865"
13118434,"25.25159, 55.39408"
2646253,"53.53333, -2.61667"
3393386,"-4.225, -38.92333"
10778128,"16.56794, 80.54758"
2265485,"39.36055, -9.1567"
2847013,"50.96686, 6.97572"
10165772,"27.55525, 76.65943"
11625366,"23.32468, 85.24474"
3182410,"45.52717, 9.11724"
1528005,"41.40452, 74.02828"
12265243,"53.54861, -2.00532"
12382219,"10.81186, 73.67408"
2509487,"39.22085, -3.60802"
1854691,"36.02191, 139.00301"
1524227,"50.13887, 82.31114"
3463558,"-26.85278, -52.26028"
2310547,"1.29683, 10.93691"
2292971,"6.83036, -3.57522"
3448184,"-20.91306, -44.50917"
10967869,"35.72205, 139.79206"
4328973,"29.96604, -90.15313"
8839,"36.47822, 52.11835"
1262435,"16.39604, 74.19142"
3181140,"40.90782, 14.18581"
13353427,"23.77346, 85.81395"
1796743,"36.89083, 100.99972"
5045517,"44.32358, -93.95801"
6691839,"51.43495, -0.1988"
6104876,"45.38338, -73.9825"
1819064,"22.28768, 114.2135"
4907637,"41.89781, -87.81395"
7329883,"33.81122, 104.97543"
6621336,"-31.80698, 115.74045"
616206,"40.09075, 44.5519"
2633671,"52.09332, 1.32042"
5784154,"40.45552, -109.52875"
2872126,"48.54586, 10.85179"
11550031,"40.44529, -3.63097"
1254832,"27.57417, 91.795"
5102825,"41.00538, -74.2907"
3469447,"-28.66778, -50.41667"
533008,"55.31872, 37.52337"
6694695,"49.20655, 16.66317"
2981716,"48.28527, 4.0521"
3368033,"-33.35637, 19.34097"
582163,"45.21576, 37.89258"
877670,"-10.95, 39.1"
2084442,"-2.68372, 141.30195"
2744827,"51.81, 4.89444"
3984444,"20.48056, -103.50278"
13156954,"23.35979, 82.99661"
730518,"43.43601, 28.33953"
199971,"0.20694, 34.49006"
5413519,"39.80443, -105.02609"
8348954,"-27.31222, 152.94981"
1683961,"10.14917, 124.325"
1276922,"28.45209, 79.80655"
675840,"45.13333, 27.45"
1509844,"58.38317, 97.44883"
6534269,"40.71611, 14.50984"
4167055,"28.94888, -81.29867"
1267390,"10.56688, 72.64203"
933974,"-20.1283, 57.53116"
6243930,"-41.52828, 173.95018"
1257887,"25.67117, 83.30269"
3108308,"41.90475, -1.72678"
3170293,"40.64448, 14.87628"
518418,"51.38122, 58.98517"
3482929,"22.82761, -98.42715"
4272788,"37.56446, -97.35227"
1486983,"52.02023, 80.36124"
4877138,"43.14136, -95.14444"
5223687,"41.96677, -71.54951"
2263438,"39.05532, -8.24414"
13308196,"39.95569, -75.17054"
4500709,"39.93901, -74.19292"
3453741,"-31.57833, -53.38111"
3048456,"46.58498, 17.41196"
4144101,"39.73622, -75.69827"
5211957,"41.04172, -78.2914"
314573,"37.87056, 27.60283"
4561215,"39.97815, -76.79719"
2850942,"51.76667, 6.85"
1487086,"56.95938, 65.7708"
2173464,"-37.76667, 145.08333"
2927226,"51.13763, 9.42139"
1445624,"17.87455, 78.10017"
1278682,"27.10062, 83.27156"
4994868,"42.37587, -82.93742"
3123478,"43.21601, -2.41334"
2973882,"45.64052, 0.19752"
13156897,"24.87042, 92.55788"
8349208,"-33.91878, 150.86314"
6534279,"41.35082, 14.36803"
3439403,"-25.31239, -57.38495"
12450915,"29.05577, 106.55549"
1904067,"29.60609, 105.46694"
11680655,"9.30373, 77.44753"
5037280,"44.88358, -93.13827"
3040686,"42.53474, 1.58014"
3199017,"45.53661, 13.66015"
4500959,"39.97261, -74.58293"
3407225,"-4.41833, -39.045"
3472030,"-27.51694, -48.7675"
2758001,"51.88932, 4.47758"
569579,"55.14182, 54.64305"
561146,"48.52716, 40.33144"
3182887,"44.40521, 8.68315"
4667282,"36.47032, -86.65138"
3164387,"41.88209, 16.17139"
3532858,"18.77738, -98.98907"
297838,"37.10528, 27.29722"
13353661,"18.10157, 74.21419"
4561374,"39.94281, -75.18086"
5951644,"45.28338, -72.98244"
2469766,"35.71667, 10.81667"
3451667,"-20.92222, -44.2375"
3165455,"43.82887, 10.28912"
3457145,"-22.40944, -48.45056"
2642116,"51.68361, -3.38008"
4928492,"40.17365, -85.49414"
11777305,"34.99147, 134.75852"
3164472,"42.31787, 12.07323"
2967189,"49.61744, 0.75814"
2921355,"48.40476, 8.01433"
13353458,"12.25488, 76.62152"
157366,"-6.78333, 37.13333"
1704013,"18.13741, 121.66942"
2826584,"50.70999, 12.78034"
5123796,"40.85288, -73.11511"
1268694,"13.09755, 79.86227"
125790,"38.30954, 48.87244"
964090,"-29.66803, 22.74251"
3518139,"19.21742, -98.90763"
11656708,"8.1721, 77.50367"
1719251,"17.19472, 120.45167"
2286069,"6.59205, -5.42399"
2325902,"6.78223, 7.43319"
3063596,"49.77092, 17.12144"
2656848,"52.57536, -1.54693"
4286717,"37.3434, -85.34191"
3071155,"50.08471, 14.50938"
2895630,"51.83232, 6.46428"
2873992,"48.71656, 11.49393"
3462003,"-21.62194, -49.79861"
2544334,"34.44041, -5.67879"
643153,"60.45671, 22.68694"
3514683,"19.41676, -99.55872"
11184586,"26.51143, 91.18017"
507875,"52.55287, 33.25961"
1788493,"33.64387, 104.68386"
250294,"32.64391, 35.94175"
4902386,"41.45531, -88.26173"
4451810,"32.85513, -90.40565"
2022289,"44.42697, 132.07709"
3448866,"-20.39361, -42.15139"
5106351,"40.99121, -74.03264"
3580725,"19.2961, -81.19844"
5202734,"40.39229, -79.90005"
2261740,"38.67706, -8.45792"
615403,"41.84692, 43.3971"
627214,"53.0635, 26.6321"
1269811,"9.85, 76.96667"
4206547,"33.839, -83.90074"
3580572,"19.29303, -81.30242"
1268000,"26.87097, 75.9484"
2379471,"16.21413, -13.24037"
4945333,"42.3501, -71.20367"
3450940,"-24.59618, -52.27445"
4956266,"42.06677, -71.32811"
1736633,"5.9824, 116.5712"
3682262,"4.99111, -73.87154"
2280733,"6.2328, -5.65306"
8409074,"29.59324, 108.42665"
2778255,"47.09788, 15.39777"
2525379,"39.1752, 8.97199"
13157092,"23.05445, 70.08306"
3170218,"45.70596, 9.5905"
6671381,"-11.55067, -75.94255"
2930426,"52.83333, 8.15"
484017,"48.19448, 41.27972"
5949568,"49.13337, -102.98422"
7669146,"41.0843, 29.03588"
12719557,"22.33937, 114.15921"
338345,"13.93088, 41.6938"
3469626,"-22.13611, -48.51806"
1859462,"26.45222, 127.91778"
4558202,"39.92345, -75.18462"
2784555,"49.56824, 5.53259"
746913,"41.80361, 35.20111"
1529630,"40.95759, 80.13574"
2989093,"48.54369, 7.71099"
5160622,"40.1984, -83.01018"
6534249,"45.60518, 10.21697"
13156713,"36.5433, 140.10204"
1681182,"9.9518, 123.9622"
64412,"11.87037, 51.05795"
3685442,"4.2708, -73.48669"
2381231,"16.24013, -13.72224"
11621236,"10.87206, 79.83019"
2510801,"39.67747, -3.97448"
3668292,"6.881, -73.40977"
2633571,"51.5419, -1.9045"
2957459,"48.58649, 8.60395"
3129071,"43.17744, -2.31129"
10801076,"22.73607, 76.24387"
6316695,"-14.3375, -40.90861"
4190434,"32.30543, -84.7727"
3044469,"46.04865, 17.80554"
4765392,"38.79234, -77.07081"
1256117,"21.91117, 73.33974"
12104228,"37.289, -121.8551"
2878133,"51.61707, 8.89665"
3518224,"19.16763, -98.30758"
3464982,"-10.03639, -44.30611"
4538142,"35.87894, -97.42532"
302912,"38.69135, 39.91984"
411751,"25.32488, 51.49836"
2129397,"43.05528, 141.78361"
1152876,"16.83333, 99.8"
4524642,"39.81867, -84.22855"
2645539,"52.98333, -1.26667"
13526903,"38.87913, -77.02491"
3100139,"53.53056, 15.80967"
13494728,"17.6763, 77.62887"
2129165,"42.47939, 142.0715"
478565,"54.59701, 53.45625"
3109935,"43.4437, -3.90324"
336745,"10.16658, 40.64689"
2637035,"51.45414, -0.47812"
5225502,"41.73038, -71.28255"
12687518,"5.80465, -6.78437"
2922112,"52.6, 7.26667"
3454369,"-24.27472, -47.23278"
4906143,"41.66281, -88.53702"
5769288,"44.49082, -103.85937"
5785116,"40.87161, -111.89216"
707695,"49.10544, 29.20589"
8442575,"10.10338, 78.84624"
418512,"32.51216, 51.54243"
2945341,"50.86643, 13.32285"
3031817,"50.70196, 3.09497"
1255791,"23.47547, 91.2659"
4771247,"37.43098, -79.12308"
2653289,"51.36179, -0.21977"
671187,"45.63333, 27.8"
2938813,"51.80179, 9.68904"
